avg,growth,spike,acceleration,weatherImpact,caseFactor,rule_score
0.11057306898619149,0.5964650058077503,0.0,1.0,0.33247327746726535,0.8398586386180364,0.5335072276181289
0.35517975266051904,0.5998808063809812,0.5,1.0,0.5392470981770993,0.6816054703532781,0.6717699312817665
0.3498179597699195,0.45404175952439374,1.0,1.0,0.554940535773942,0.706596210172057,0.7152691234238799
0.19696092742145585,0.24584796391857666,1.0,1.0,0.7232547549028305,0.35986420554453236,0.4236364393539528
0.7164121043207138,0.8285056948006332,0.0,0.5,0.4396424942935572,0.743965554854071,0.6898074153965423
0.5051737258032392,0.04534487516546981,1.0,1.0,0.8830443244371278,0.5983903486249045,0.6708708387010329
0.967654496393207,0.6969111645878054,0.5,0.0,0.4975547500823708,0.9974835452903522,0.7887763241312209
0.4161700659862362,0.5363624679409621,0.0,1.0,0.30142060490005335,0.8226510989065188,0.6036139170524205
0.46480220069858813,0.974954799719588,1.0,0.0,0.5244151378786315,0.2795554351571481,0.48114897071907464
0.9880687945850487,0.3693011658794796,0.0,1.0,0.49327542000141805,0.6160485298578974,0.7112831778171057
0.42069143371315765,0.17292847395409594,0.0,0.5,0.6475630094627562,0.4312403846817645,0.29658294486382486
0.37183572240471785,0.4784014515817602,0.5,0.5,0.681377408467478,0.13886396833201864,0.19082464565200277
0.5657159810077983,0.6867435687779152,0.0,1.0,0.4259480285011935,0.6576715392171137,0.6655297971903605
0.7884824558128005,0.56096143140378,0.5,1.0,0.4875738972646212,0.8680257018206583,0.8241476246853789
0.8047702695681346,0.09119916023806995,0.0,1.0,0.8838939354412629,0.016019215184353564,0.20232964300438194
0.6903902398346692,0.06916142322971142,0.5,0.5,0.39753307471525834,0.21452243611770416,0.34279891683967145
0.37474667746328694,0.2955726306835509,1.0,1.0,0.614245883276255,0.5835305670813549,0.6644478626537702
0.6905007873303275,0.3569971361361305,0.5,0.5,0.3002184376908122,0.22026439586099578,0.3903556823808084
0.8792668951898283,0.8253553437311385,0.0,0.0,0.8373333321123324,0.6369326357071529,0.6812387648423969
0.47684694762750934,0.8981005140674545,1.0,0.0,0.4286213504581816,0.5235382336304006,0.6651489945770147
0.8678338051008158,0.3358473417235547,0.0,0.0,0.33116751995883026,0.5867645224093873,0.49478163343889386
0.4435201362674973,0.40411107721551764,1.0,0.0,0.7318503174985659,0.9655329505398785,0.6503754320419609
0.6737610182198541,0.39460872659559276,0.5,0.5,0.39387019813432544,0.9165413652090562,0.6734757799700982
0.1348241998353661,0.38697096149453813,0.0,0.5,0.7856627139278263,0.05154869347031621,0.12042640416443609
0.8372732008901803,0.14199983390866477,1.0,0.5,0.35789072361885166,0.6475709758281554,0.6769851862717364
0.323830023893377,0.8556437490854951,0.5,0.0,0.3156865082753031,0.7127392516256683,0.5601764455920508
0.8126321949591314,0.04414151240271602,0.0,0.0,0.7447491136024099,0.5097007346119027,0.43124009487104
0.25254431889560636,0.9002387774583749,1.0,0.0,0.6520152218691031,0.7422899161734862,0.6644824954548832
0.24021197289438015,0.3255000990177611,0.0,1.0,0.5285407716938877,0.381969248387221,0.3245149076021905
0.7185459112395405,0.6980808921138609,0.0,0.0,0.7612696218277855,0.11270724964970602,0.19550096340521886
0.6258761166548061,0.13236655967408162,0.0,0.0,0.5829460689343323,0.9637229292551387,0.4718936676594232
0.17860152579346583,0.026673660812297162,0.5,0.0,0.5514776465614964,0.27222044109099375,0.18363054436159684
0.10284772006947841,0.29189682804799233,0.0,1.0,0.3699220919466597,0.6104813253013518,0.41291699728777786
0.4269124976913651,0.02497065679143995,0.0,1.0,0.371595331340998,0.40535744851603883,0.3019105772569328
0.12734727815625754,0.2926523146696932,0.5,0.0,0.48553408611106164,0.20378082516869722,0.2067576268193596
0.7221269388072462,0.429937785126172,0.0,0.0,0.4399843839140204,0.8635742325789947,0.5408358128309179
0.19379149538910517,0.648256645215513,0.5,1.0,0.3294099166412323,0.1389980102289997,0.20237688145221322
0.8658282710305162,0.1629201434683194,1.0,0.5,0.8613702839285367,0.1124631532274637,0.2536432704858324
0.4303937007813037,0.4559193577842645,0.0,0.5,0.3949648243044169,0.7877119714745116,0.5151368264058012
0.6824044880929451,0.2707076085535527,0.5,1.0,0.440256631413219,0.775467387482648,0.6965173892041232
0.5928108814893255,0.7076161592334149,1.0,0.5,0.4199501577557332,0.6371845290908446,0.7491792258488935
0.6920106715973391,0.6016824213039659,0.5,1.0,0.8200094041257378,0.6410202892363756,0.7932288050650421
0.7491697968131109,0.07396772719394507,1.0,0.5,0.5786722471955184,0.778877837024521,0.6818856629668756
0.846801030838171,0.7159163612799656,0.5,0.5,0.4002278105966109,0.23631877535981327,0.5027294517772999
0.3166425711539761,0.7715258284144731,0.5,0.5,0.7972784755212353,0.5549200539248492,0.6285860867869045
0.35306444935957915,0.21796915812658557,0.0,1.0,0.7948365968903147,0.2999742744671793,0.3374176041914906
0.22835855189119741,0.8212569548721892,0.0,0.0,0.44622045736373395,0.36762463363570064,0.29397658256169
0.6924875803435914,0.020687456301276885,1.0,0.0,0.4200083939647391,0.19297171232488797,0.17740532801593925
0.24051823100335895,0.3820227268169888,0.5,0.0,0.3043915834474373,0.4662471780960664,0.2747623087269089
0.6278737852039079,0.185349512694445,0.5,1.0,0.5302993712695392,0.13965785502646977,0.2162644087468126
0.8371713716918929,0.39980825448624435,0.0,0.0,0.8659654238786569,0.9650933422064136,0.6307186859582775
0.9318715534818756,0.5374921728623231,0.5,1.0,0.60830449198505,0.27347421826250073,0.5658448515833614
0.48500498827861516,0.9082652818387537,0.0,0.0,0.7281926646786028,0.04787731258726535,0.18198501837143455
0.41937714711813656,0.02003374788978418,0.5,0.0,0.8566199484713948,0.6397896437300649,0.41944150470103947
0.8237105821076876,0.16192487909360986,0.0,0.5,0.8884829280111461,0.6477854477608974,0.5809997767590027
0.49463158702363064,0.3306822608444415,1.0,1.0,0.6861633340971172,0.4337996694150267,0.5148272314581874
0.7117982696708027,0.8743023404614325,1.0,1.0,0.3967386668813929,0.031663820562837786,0.3112486787269223
0.948105017101251,0.22526015131096788,0.5,0.0,0.4507137583896037,0.2497868610850521,0.383081468260566
0.3389740207966777,0.7485966006641201,1.0,0.0,0.7668078796569048,0.07681389305542508,0.21235396919272356
0.16728924606850795,0.5409033585241875,0.0,0.0,0.5462027995908726,0.025749215124173386,0.09807309457420849
0.5970049496718071,0.8948116841871478,0.5,0.0,0.6254722592684525,0.5454119696859128,0.6494340258123569
0.8936068014740625,0.2816777449026836,1.0,1.0,0.5582146362745495,0.2927980722597956,0.5646619160604778
0.3007094220880131,0.8843716237969789,0.5,0.5,0.48104387241164837,0.9967505175445325,0.70876022332572
0.6950911444944778,0.005407682530070956,0.0,0.5,0.7581127989467976,0.011669536228020472,0.14520978044845798
0.18094979641409162,0.18624624021733738,0.0,1.0,0.48431377936241593,0.37473603888085616,0.2806688135182309
0.7793347314364991,0.9789363070133836,1.0,1.0,0.36927148670459026,0.06729728303093951,0.33156844058437707
0.7914006214782247,0.5951308154143764,0.5,0.5,0.6079625913110605,0.640918365468669,0.7251828225219014
0.24030326980800193,0.3188916941276567,0.0,1.0,0.5342444387171881,0.49829506813050706,0.3411730214791012
0.9324830493236124,0.809595746652144,0.5,0.5,0.7707675705845121,0.12940936422934302,0.2940409925457758
0.2678808049282697,0.011571846072848335,0.5,1.0,0.6313889095662284,0.37440610884290104,0.334707986791422
0.4649642745581638,0.49383831226900343,0.5,1.0,0.35958174484214933,0.03246209166283798,0.21215978130059301
0.13582363384112697,0.7991973852439066,1.0,1.0,0.7391600215640972,0.9028008339634921,0.795022605412423
0.12259813849914482,0.07817694577514078,1.0,1.0,0.7730488961051124,0.5932451623526817,0.5522776000745762
0.9684422050496001,0.10845588420822272,1.0,1.0,0.40104561583190634,0.05417301457140378,0.26743431882576285
0.49707010323901535,0.8724686566963767,0.0,0.5,0.7888897528702767,0.4826275300782086,0.4632395073363511
0.426785024621656,0.018886221187563335,0.0,1.0,0.8177854378432485,0.4679307896735766,0.34359132330182085
0.7131385835447779,0.06277725324445649,1.0,0.0,0.6854795136023479,0.6381332249274462,0.5758104847202715
0.5307715933011768,0.3220771893339628,0.5,0.0,0.6540266527563705,0.2754087174728581,0.3264263880705393
0.7485869187368879,0.3613817990218384,0.0,0.0,0.5972130517161158,0.36077231768072227,0.33509797056321156
0.26145669638797087,0.08428430048847035,1.0,1.0,0.41411889001412605,0.8719068999191377,0.615301353023749
0.5751694100288698,0.20935879271776314,1.0,0.0,0.3292118987011548,0.2751965173878631,0.34713826090184235
0.6794069950038759,0.722961303864613,0.0,1.0,0.5922681772157343,0.0349389114459725,0.24031080979123362
0.8015438927377591,0.06661248368161166,0.5,0.5,0.6435405858515209,0.9772755174512013,0.6669254508171231
0.9062524816882868,0.9422768169413674,0.0,0.5,0.31600139655147097,0.6840062906700863,0.7508463465309922
0.617638702135078,0.8542896320165578,0.0,0.0,0.46053923354396165,0.07799300234485718,0.1842066169872122
0.975638149584376,0.11263658503384888,0.5,0.0,0.758182706163735,0.2895754765277675,0.39718796779177645
0.7200004404632568,0.818575464495087,0.0,1.0,0.7987308882756445,0.2920040879718234,0.5316884285135085
0.26222557922752776,0.17931895850248114,1.0,0.0,0.38217692912634,0.9098758131407206,0.49369026893465673
0.43200298467316234,0.5624664892883391,0.0,1.0,0.35549396726392546,0.6453955259109599,0.5848460196326181
0.9520126028189889,0.2208078735355372,0.5,1.0,0.6938818352658913,0.669776635668654,0.7691492598899009
0.8351220129103079,0.39948035172342866,0.0,1.0,0.5616353834781216,0.32713802566896133,0.4664983764641655
0.683657438533438,0.9550540969326912,0.0,0.5,0.8351044465369861,0.1340362325998804,0.25167137878675155
0.3539272567789682,0.44942414529775765,0.5,0.5,0.39633161397734984,0.5887619995810842,0.5259197746720817
0.9457244610789121,0.906445639181894,1.0,0.0,0.5793931503303018,0.8900396519453612,0.8962759935412496
0.7350571376437111,0.6466567502005556,0.5,0.5,0.5021999605567169,0.7071892436993414,0.7238391736387922
0.9527756738814496,0.648883931480673,0.5,1.0,0.7333445872630656,0.2901441438758672,0.6033127294020624
0.937009078711519,0.3416791059403237,0.0,1.0,0.5873482922292965,0.19879228480205757,0.24600631451275112
0.8547424601921468,0.37148259884994117,0.5,0.5,0.6583456977126236,0.7010087224866131,0.7053297020387143
0.3974689894620763,0.9861689909449286,0.0,1.0,0.41051365346005997,0.506557566429897,0.6581458232068405
0.6092263474753546,0.4623316817488291,0.0,0.5,0.8929886761547934,0.8797210418596029,0.6385939006672136
0.2207253996876694,0.045006023259856254,0.5,0.5,0.3260090130524994,0.9194879714780334,0.44396762132212153
0.3579431658572181,0.4643457567127883,1.0,0.5,0.6688559311083571,0.6090566248894295,0.637166307024084
0.6579081139985821,0.5221697198744193,0.5,0.5,0.3907446788784077,0.29432429376282054,0.43189064310643827
0.7510127774629324,0.7031255391062731,1.0,0.0,0.8458013333029135,0.8870901037229747,0.8130833720903342
0.23622378434179117,0.45363544206044715,0.0,1.0,0.5245109089040221,0.4951286634613521,0.36431461455024133
0.840387931949461,0.23574125465084028,0.5,0.5,0.6663824348929417,0.9476604210874835,0.7172220209543392
0.46913969742568973,0.5470780966707547,0.5,1.0,0.6809278539503395,0.8401318986605266,0.7386305985225349
0.5520608157859866,0.37496290002896393,0.0,1.0,0.4617383727133296,0.0707235328745307,0.18787100543571042
0.6724973549478879,0.9403031644837437,0.0,0.5,0.6745471922078154,0.5116379447780556,0.6816073057816949
0.7782700793497191,0.0724671618977355,0.5,0.0,0.4949475200687612,0.956494471177569,0.5673914605217395
0.7532127266181621,0.8378867121289595,0.0,1.0,0.738244912333349,0.1609675773108854,0.27658140108528023
0.28140314757222873,0.04062598356662217,1.0,1.0,0.7753552111416977,0.375693118146861,0.41043868868014965
0.574370056924655,0.6431096487748114,0.0,0.5,0.7281417886527667,0.8541665181110036,0.6517359117585767
0.6195400278551182,0.08105279577206193,0.5,0.5,0.33728652437275913,0.3952495915424622,0.3516778335339894
0.572145257339976,0.19004413770771633,0.5,0.0,0.6547944427240534,0.3056582844199407,0.31557428458898656
0.31063371789647487,0.8811545902604203,0.5,1.0,0.6740422167890397,0.9597348729259492,0.7978299591981414
0.5852225714646725,0.18224848324664356,0.5,0.0,0.8398451623736909,0.7859045904632371,0.5372943265810791
0.4713112196356598,0.09670091084754229,0.0,0.5,0.7612713587876013,0.2591385764011729,0.2763925835711837
0.7334545765613538,0.6530554224028391,1.0,1.0,0.3967509453097806,0.6598393548136992,0.8549431940628338
0.2579630203189627,0.4814958791556043,0.5,1.0,0.8104959529754647,0.24049480064593853,0.413933573483493
0.5111716608207225,0.832468093451674,1.0,0.0,0.5931212288756755,0.8210411863701862,0.7349888817707401
0.3330025910337569,0.512204825852822,0.5,0.5,0.6780006084137211,0.333988672038825,0.3844123342668523
0.25232726044277864,0.5504569011775857,0.5,0.0,0.870254503149057,0.01700026199608573,0.15149516245654115
0.7065530953330363,0.44368637687044654,0.0,0.5,0.5347519020899114,0.09407700155063947,0.18807124533465666
0.3414293022725318,0.36053725183844965,1.0,0.5,0.8434584589788017,0.24129146773813615,0.4126254323151595
0.5537363869879685,0.8173047856744046,0.0,1.0,0.4146481601991049,0.7219884634780342,0.706309621230509
0.1818328379608916,0.6290115412157153,1.0,1.0,0.8791125821541523,0.7697145756039395,0.7536569100283994
0.951496326750702,0.13470871026784836,0.5,0.0,0.45279468509145543,0.330337355632353,0.3791047614208416
0.9716328941217821,0.5019381912322304,0.0,0.5,0.5317661242737521,0.6500398908250636,0.6751590066369801
0.7390096707098064,0.3784137051747546,0.0,0.5,0.8338602251162197,0.8649905849135631,0.6476904670009651
0.8457067538865628,0.4447535557289981,0.0,0.0,0.4798023643022617,0.9740195324861853,0.6076845580256817
0.3042599381780194,0.5614818000925004,0.0,0.5,0.7783044388860423,0.9768295132496473,0.5798447780150646
0.6948267017214911,0.03734536931051524,0.0,1.0,0.753561326387043,0.9320519376039997,0.6295508730035805
0.1449771846448429,0.25382997458558887,1.0,0.0,0.7047310097170276,0.5756166909150155,0.442547088194556
0.15507037058569081,0.9218670002487644,0.5,0.0,0.5777516268492682,0.49764110416098595,0.3819684335662668
0.25135113733613423,0.7639246832300998,1.0,0.0,0.7079926203252279,0.6276923847938658,0.6127242509996611
0.7297384412672593,0.5733456885958133,1.0,1.0,0.48253600246824546,0.05813667190168925,0.2888555556625174
0.9440033068118726,0.7732274616977401,0.0,0.5,0.695967277486009,0.2852092953186912,0.5086098332102519
0.4525496850401537,0.9367814624792311,0.0,0.5,0.7839147280911067,0.06551475930203077,0.2145818783205483
0.9739779316683244,0.12284604821627865,1.0,0.0,0.8003361630257708,0.039349078158509077,0.22432332939553834
0.4677207208501871,0.18417694989364386,0.5,0.5,0.3933683808442782,0.04984937887428109,0.15426686703510045
0.40717234642910916,0.9516349692334717,0.5,0.0,0.721307314253626,0.32048108767574224,0.4284655463982087
0.8597880255435076,0.15489063018059424,0.5,1.0,0.6260167216004575,0.2786933582121247,0.47999955675800365
0.8671920481640619,0.837405067215722,1.0,0.5,0.3314361928285924,0.3753610308574715,0.6020435300306269
0.41371313378528163,0.7723701182529333,1.0,0.0,0.40878759798972186,0.03315992605227236,0.20588688588329782
0.18239751113253982,0.6404771982872082,0.5,0.5,0.7972190661610525,0.15580904026843767,0.19028890703254275
0.16009663203768382,0.5787682845862668,1.0,0.0,0.579948122652332,0.7525435426033057,0.5512245815437662
0.49896729268864415,0.8478564042035571,1.0,1.0,0.8594963209587758,0.8034936232144662,0.9083026455962533
0.9024555719388966,0.9432743855393246,0.5,0.0,0.5783041871872041,0.20873612302606848,0.5108496834678258
0.47895928088422024,0.029313403588748788,1.0,1.0,0.8247183656354402,0.2637303370776055,0.4396755293561388
0.41080886332937827,0.31447777968922175,0.5,1.0,0.8889605431213885,0.3722252295058416,0.44265240310081955
0.22477372790459177,0.625376600649656,0.0,1.0,0.8927052667080508,0.6906548118287564,0.6011777575703479
0.11515564222362305,0.6995346637102565,1.0,0.0,0.8523877112743816,0.0241846910080723,0.17980242716948147
0.7883199552762727,0.022521537260691282,1.0,0.0,0.32624606333324185,0.9797546531221096,0.6207019078558008
0.7027266085663609,0.5177061489605634,0.0,0.5,0.7953371867338807,0.19969032567769485,0.21388652144759046
0.7871651171676541,0.15286707254633602,0.5,1.0,0.43659113064382515,0.16629536970354464,0.23051379611678868
0.16542808056446207,0.9819235765856412,1.0,1.0,0.5084297521593261,0.8977214988779695,0.8254965933072755
0.3610045658590598,0.307978705242023,0.5,0.5,0.3863361117669088,0.1409100209432398,0.16084466457342506
0.20393262445207117,0.7277740839057917,1.0,0.0,0.41072509144155167,0.3857992409305948,0.3835167492317575
0.9816031718383846,0.5919317362371123,0.0,0.5,0.35773170081874034,0.2973685808086822,0.45953307889080297
0.8929340681365313,0.6196352152728271,1.0,1.0,0.3316852020882247,0.6607996603400378,0.888117476535996
0.4086474133116951,0.013508711804828488,1.0,1.0,0.8016610231730728,0.019298950730561648,0.2039989177632541
0.6666956222956437,0.31926496918026115,0.5,1.0,0.739356461641742,0.29025608971356986,0.4776088448179849
0.23652166532056845,0.16430850648316897,0.0,1.0,0.6288429107157009,0.7021239319491237,0.4653427036783576
0.5014039266207776,0.5295421936768194,0.0,0.5,0.61705022404161,0.26875226592183765,0.354946651495475
0.18993388098517885,0.11658580594510504,0.5,0.5,0.553901710001467,0.43964960568216604,0.2845850309388074
0.5489140636130602,0.34930713306078454,0.0,0.0,0.7874471753666175,0.36020804751097435,0.30209049704097807
0.9721324970945542,0.4523366669351916,1.0,0.0,0.8258295278904295,0.626755191810431,0.7626579070132934
0.8227667619238324,0.7790656628969429,0.5,0.5,0.6564718375578125,0.9089374180396673,0.8390311116651002
0.8986304621849671,0.033187201075856376,0.5,0.0,0.5749022272666002,0.06274387307981488,0.1691699745068309
0.21376445441735534,0.1469071919759234,0.0,0.0,0.5573615290628207,0.20035483433034174,0.14749744056865338
0.7045170105929025,0.14511761099486042,1.0,0.0,0.45152328952015375,0.6046310853242539,0.563713051943452
0.5579068347850636,0.9238208025968795,1.0,1.0,0.668549822954507,0.3764798193904757,0.6303586479437137
0.3675479071716704,0.4932297406226117,0.5,0.5,0.45405040264669794,0.686574483119493,0.5662917441957224
0.9947410742383179,0.04845618573321231,1.0,1.0,0.4206159834171693,0.4262658771251534,0.5533883568536595
0.4026390387826565,0.42904850625037483,0.5,0.0,0.8184281300898211,0.7497501572321078,0.5348466826527943
0.40188763651244575,0.7738583853841657,0.5,0.5,0.6130650389730411,0.43024934588645225,0.4585404452807773
0.8403402939660867,0.2275004478188135,1.0,0.0,0.5486815107272246,0.462621839727936,0.45477728937212925
0.32097213000811864,0.9312753453102681,1.0,0.0,0.3860702162970593,0.9900504075636711,0.7157275784724428
0.3923833691128509,0.42108945621288085,0.0,1.0,0.7744650725421134,0.4700467243764508,0.40833242018743277
0.37553274441354967,0.6322960867337608,1.0,0.0,0.805262382208817,0.512865167835892,0.6038331167955652
0.1581987660881567,0.8050862117227419,0.5,0.5,0.3737457797348799,0.4014694250242925,0.3872997343016092
0.172784919532582,0.02235409715019987,0.5,0.0,0.4351552630648231,0.3169202936927531,0.17949268889426812
0.6380268123105227,0.9528667834820513,0.0,0.0,0.4578203476188182,0.5995115924462798,0.5953090928148075
0.9337049832904021,0.7920632307650536,1.0,0.5,0.6622003416856925,0.07575006605018775,0.31379894002279635
0.14350539033172388,0.735304460594523,1.0,1.0,0.497291479141003,0.5804712539093855,0.6927011309441253
0.591751005592918,0.42072755922554594,0.0,1.0,0.7452984648600681,0.8440857761802716,0.6760541932063231
0.17371128040683304,0.031839313924784896,0.5,0.5,0.7120654152400893,0.4330981921791065,0.2759245444223073
0.7275901082515295,0.7804553781796721,0.5,0.5,0.44467103328653446,0.697328946193081,0.7473237695876466
0.19377820656230021,0.7992637255063778,0.5,0.0,0.5999503795517688,0.13409567927207788,0.1679054268619508
0.4801658192118531,0.23187244613873104,1.0,0.5,0.8998811634791062,0.651655477054304,0.64733706905701
0.8367968075978298,0.11394115364420232,0.5,0.0,0.36330511723526854,0.1752527558921061,0.17036215743693905
0.48873046838974,0.23616639588476673,0.5,0.0,0.45124905862671894,0.6098171845721695,0.44774908226521953
0.5575869245317097,0.421998435567034,1.0,0.0,0.7059407668513523,0.5673611828042883,0.6068419994972643
0.6207195928759024,0.5946680489188643,0.0,0.0,0.6742179548198949,0.9198018742414962,0.5862650604227755
0.615822119027352,0.6723480655765267,0.0,0.0,0.773016436648297,0.2564635366175956,0.3610710023180146
0.39725457870654246,0.6883231883739502,0.0,1.0,0.8641584679082892,0.5046437014991119,0.6286017577961016
0.40062036573237614,0.6941063090136662,0.0,0.0,0.3782984138091895,0.6332844922554268,0.4581994268051337
